世耕 弘成,10月12日 ( 木 ),大分駅北口 （ 大分市要町1番1号 ）
世耕 弘成,10月12日 ( 木 ),百貨店トキハ（ゼウス前） （ 大分市府内町2-1-4 ）
世耕 弘成,10月12日 ( 木 ),大分商工会議所前 （ 大分市長浜町3丁目15-19 ）
小野寺 五典,10月14日 ( 土 ),西武新宿線中井駅　喫茶店コロラド前 （ 新宿区中落合1-20-15 ）
小野寺 五典,10月14日 ( 土 ),二子玉川駅前　みずほ銀行玉川支店前 （ 世田谷区玉川3-7-18 ）
茂木 敏充,10月10日 ( 火 ),館林文化会館小ホール （ 群馬県館林市城町3-1 ）
茂木 敏充,10月10日 ( 火 ),JA佐波伊勢崎グリーンパレス （ 群馬県伊勢崎市連取町3096-1　 ）
石破 茂,10月10日 ( 火 ),ＪＲ蒲田駅東口ロータリー
石破 茂,10月10日 ( 火 ),ＪＲ大森駅東口ロータリー
三原 じゅん子,10月10日 ( 火 ),鶴見神社前
三原 じゅん子,10月10日 ( 火 ),東急田園都市線青葉台駅
三原 じゅん子,10月10日 ( 火 ),小田急線新百合ヶ丘駅
三原 じゅん子,10月10日 ( 火 ),横浜市西区藤棚商店街
三原 じゅん子,10月10日 ( 火 ),ＪＲ本郷台駅
三原 じゅん子,10月10日 ( 火 ),ＪＲ藤沢駅
