7月8日（月曜日）,甘利 明選挙対策委員長,めぐろパーシモンホール （ 目黒区八雲1-1-1 ）
7月10日（水曜日）,甘利 明選挙対策委員長,マイドームおおさか （ 大阪市中央区本町橋2-5 ）
7月12日（金曜日）,甘利 明選挙対策委員長,ホテルサンルーラル大潟 （ 南秋田郡大潟村字北1-3 ）
7月13日（土曜日）,甘利 明選挙対策委員長,オータニ宝井店前 （ 宇都宮市下田原町3230-29 ）
7月14日（日曜日）,甘利 明選挙対策委員長,千葉県東総文化会館　大ホール （ 旭市ハ666番地 ）
7月15日（月曜日）,甘利 明選挙対策委員長,銀座三越前 （ 中央区銀座4-6-16 ）
7月16日（火曜日）,甘利 明選挙対策委員長,ビーコンプラザ　フィルハーモニアホール （ 別府市山の手町12－1 ）
7月17日（水曜日）,甘利 明選挙対策委員長,レクザムホール　大ホール （ 高松市玉藻町9-10 ）
7月19日（金曜日）,甘利 明選挙対策委員長,東金文化会館　大ホール （ 東金市八坂台1-2107-3  ）
7月20日（土曜日）,甘利 明選挙対策委員長,立川駅北口　伊勢丹前 （ 立川市曙町2-5-1 ）
7月2日（火曜日）,橋本 聖子参議院議員会長,新橋駅SL広場
7月9日（火曜日）,橋本 聖子参議院議員会長,音別駅前
7月15日（月曜日）,橋本 聖子参議院議員会長,あいプラザ前 （ 廿日市市新宮 ）
7月4日（木曜日）,小泉 進次郎厚生労働部会長,草津駅東口
7月5日（金曜日）,小泉 進次郎厚生労働部会長,スーパーオセン湯本本店前 （ 西和賀町湯本30地割78-1 ）
7月6日（土曜日）,小泉 進次郎厚生労働部会長,お城西公園（津市役所北側） （ 津市西丸之内23 ）
7月7日（日曜日）,小泉 進次郎厚生労働部会長,JR別府駅東口
7月8日（月曜日）,小泉 進次郎厚生労働部会長,嬉野温泉センター跡 （ 嬉野市嬉野町岩屋川内甲128 ）
7月9日（火曜日）,小泉 進次郎厚生労働部会長,松本駅お城口
7月10日（水曜日）,小泉 進次郎厚生労働部会長,甲賀市役所前 （ 甲賀市水口町水口6053番地 ）
7月11日（木曜日）,小泉 進次郎厚生労働部会長,シビックセンター新都市広場 （ 日立市幸町1-18-1 ）
7月12日（金曜日）,小泉 進次郎厚生労働部会長,アッシュ アトリウム前 （ 旭川市1条通7丁目 ）
7月13日（土曜日）,小泉 進次郎厚生労働部会長,高松中央公園北側 （ 高松市番町1-11 ）
7月14日（日曜日）,小泉 進次郎厚生労働部会長,アオーレ長岡 （ 長岡市大手通1-4-10 ）
7月15日（月曜日）,小泉 進次郎厚生労働部会長,霞城公園 （ 山形市霞城町1-10 ）
7月17日（水曜日）,小泉 進次郎厚生労働部会長,長野駅善光寺口
7月18日（木曜日）,小泉 進次郎厚生労働部会長,吹浦港前 （ 遊佐町吹浦西浜2-1 ）
7月19日（金曜日）,小泉 進次郎厚生労働部会長,ＪＡかづの前 （ 鹿角市花輪字下中島10-25 ）
7月20日（土曜日）,小泉 進次郎厚生労働部会長,イオン長浜駐車場 （ 長浜市山階町271-1 ）
7月2日（火曜日）,三原 じゅん子女性局長,新宿駅西口
7月4日（木曜日）,三原 じゅん子女性局長,諏訪市演説会会場 （ 諏訪市豊田1152 ）
7月5日（金曜日）,三原 じゅん子女性局長,スーパーヤマザワ神町店 （ 東根市神町北2-8-2 ）
7月6日（土曜日）,三原 じゅん子女性局長,金座街商店街入り口
7月7日（日曜日）,三原 じゅん子女性局長,藤崎ファーストタワー館 （ 仙台市青葉区一番町3-2-17 ）
7月8日（月曜日）,三原 じゅん子女性局長,JA秋田ふるさと （ 横手市駅前町6-22 ）
7月9日（火曜日）,三原 じゅん子女性局長,マルエツ中津店前
7月10日（水曜日）,三原 じゅん子女性局長,共済ホール （ 札幌市中央区北4条西1 ）
7月12日（金曜日）,三原 じゅん子女性局長,水産加工団地会館前 （ 八戸市市川町下揚49-12 ）
7月13日（土曜日）,三原 じゅん子女性局長,松前総合文化センター （ 伊予郡松前町筒井633 ）
7月14日（日曜日）,三原 じゅん子女性局長,JAさが北茂安支所 （ みやき町大字東尾2281 ）
7月15日（月曜日）,三原 じゅん子女性局長,藤崎本館たちばな前 （ 仙台市青葉区一番町3-3-25 ）
7月16日（火曜日）,三原 じゅん子女性局長,イトーヨーカ堂曳船店前 （ 墨田区京島1-2-1 ）
7月17日（水曜日）,三原 じゅん子女性局長,JR立花駅北側付近
7月18日（木曜日）,三原 じゅん子女性局長,東浅井商工会 （ 長浜市内保町2843 ）
7月19日（金曜日）,三原 じゅん子女性局長,JR天満駅 （ 大阪市北区錦町1番20号 ）
7月20日（土曜日）,三原 じゅん子女性局長,福山駅
7月4日（木曜日）,麻生 太郎副総理・財務大臣,新潟駅前
7月6日（土曜日）,麻生 太郎副総理・財務大臣,松戸市民劇場
7月8日（月曜日）,麻生 太郎副総理・財務大臣,目黒パーシモンホール （ 目黒区八雲１－１－１ ）
7月10日（水曜日）,麻生 太郎副総理・財務大臣,市川グランドホテル
7月12日（金曜日）,麻生 太郎副総理・財務大臣,江東区総合区民センター （ 江東区大島4-5-1 ）
7月13日（土曜日）,麻生 太郎副総理・財務大臣,津南町役場前
7月14日（日曜日）,麻生 太郎副総理・財務大臣,みはらしの丘あいさい広場 （ 小松島市立江町炭屋ヶ谷47-3 ）
7月15日（月曜日）,麻生 太郎副総理・財務大臣,ＪＲ海浜幕張駅前
7月20日（土曜日）,麻生 太郎副総理・財務大臣,下高井戸商店街
7月5日（金曜日）,茂木 敏充経済再生担当大臣,南条木材(株) （ 南越前町上野20-16 ）
7月6日（土曜日）,茂木 敏充経済再生担当大臣,こめ工房西側駐車場 （ 常陸太田市大里町4401-8 ）
7月7日（日曜日）,茂木 敏充経済再生担当大臣,JA伊予ルミエール前 （ 伊予市中山町出淵2-145-3 ）
7月8日（月曜日）,茂木 敏充経済再生担当大臣,葛の里壱番館前 （ 佐野市葛生東1-13-3 ）
7月9日（火曜日）,茂木 敏充経済再生担当大臣,中信会館ベルヴィホール （ 塩尻市大門一番町4 ）
7月10日（水曜日）,茂木 敏充経済再生担当大臣,富山第一ホテル （ 富山市桜木町10-10 ）
7月11日（木曜日）,茂木 敏充経済再生担当大臣,長野県庁前 （ 長野市大字南長野字幅下692-2 ）
7月12日（金曜日）,茂木 敏充経済再生担当大臣,ハート柏迎賓館 （ 千葉県柏市柏233 ）
7月13日（土曜日）,茂木 敏充経済再生担当大臣,東武宇都宮百貨店前 （ 宇都宮市宮園町5-4 ）
7月14日（日曜日）,茂木 敏充経済再生担当大臣,花巻農協総合営農指導拠点センター （ 花巻市野田335-2 ）
7月15日（月曜日）,茂木 敏充経済再生担当大臣,大井町阪急 （ 品川区大井1-50-5 ）
7月16日（火曜日）,茂木 敏充経済再生担当大臣,道の駅みなとまーれ寿都 （ 寿都郡寿都町大磯町29-1 ）
7月17日（水曜日）,茂木 敏充経済再生担当大臣,ホテル青森 （ 青森市堤町1-1-23 ）
7月18日（木曜日）,茂木 敏充経済再生担当大臣,愛荘町商工会 （ 愛知郡愛荘町愛知川72 ）
7月19日（金曜日）,茂木 敏充経済再生担当大臣,鹿児島中央駅東口広場
7月20日（土曜日）,茂木 敏充経済再生担当大臣,松本駅前広場 （ 松本市天神1-1 ）
6月30日（日曜日）,河野 太郎外務大臣,印西市文化ホール （ 印西市大森2535 ）
7月2日（火曜日）,河野 太郎外務大臣,若里市民ホール （ 長野市若里3-22-2 ）
7月3日（水曜日）,河野 太郎外務大臣,松本駅前 （ 松本市深志1-1付近 ）
7月4日（木曜日）,河野 太郎外務大臣,吉祥寺駅北口
7月6日（土曜日）,河野 太郎外務大臣,のいち駅前
7月7日（日曜日）,河野 太郎外務大臣,グリーンロード前（日曜市）
7月8日（月曜日）,河野 太郎外務大臣,坂出駅前
7月10日（水曜日）,河野 太郎外務大臣,橿原市内
7月11日（木曜日）,河野 太郎外務大臣,武雄市文化会館 （ 武雄市武雄町大字武雄5538-1 ）
7月12日（金曜日）,河野 太郎外務大臣,第四銀行小出支店前 （ 魚沼市本町1-14 ）
7月13日（土曜日）,河野 太郎外務大臣,名古屋駅桜通口前
7月14日（日曜日）,河野 太郎外務大臣,エルムの街ショッピングセンター （ 五所川原市唐笠柳字藤巻517-1 ）
7月15日（月曜日）,河野 太郎外務大臣,万代シティ （ 新潟市中央区万代1-6-1 ）
7月16日（火曜日）,河野 太郎外務大臣,金燈籠交差点 （ 大田原市新富町1丁目付近 ）
7月17日（水曜日）,河野 太郎外務大臣,流山おおたかの森駅東口
7月18日（木曜日）,河野 太郎外務大臣,ＪＲ多賀城駅北口 （ 多賀城市中央2-4 ）
7月19日（金曜日）,河野 太郎外務大臣,聖蹟桜ヶ丘駅前
7月20日（土曜日）,河野 太郎外務大臣,ＪＡ新潟・亀貝いっぺコート前 （ 新潟市西区亀貝3066 ）
7月2日（火曜日）,世耕 弘成経済産業大臣,新宿駅西口
7月5日（金曜日）,世耕 弘成経済産業大臣,ＪＡおおいた竹田
7月6日（土曜日）,世耕 弘成経済産業大臣,松が丘公民館
7月7日（日曜日）,世耕 弘成経済産業大臣,大宮駅西口
7月9日（火曜日）,世耕 弘成経済産業大臣,新津地区市民会館
7月10日（水曜日）,世耕 弘成経済産業大臣,津田沼駅南口
7月11日（木曜日）,世耕 弘成経済産業大臣,中目黒駅前
7月12日（金曜日）,世耕 弘成経済産業大臣,伊万里市民センター （ 伊万里市松島町391-1 ）
7月13日（土曜日）,世耕 弘成経済産業大臣,小田原駅東口ポケットパーク
7月14日（日曜日）,世耕 弘成経済産業大臣,道後温泉商店街 （ 松山市道後湯の町５ ）
7月15日（月曜日）,世耕 弘成経済産業大臣,札幌プリンスホテル （ 札幌市中央区南3条西12丁目325－4 ）
7月16日（火曜日）,世耕 弘成経済産業大臣,岐阜県水産会館 （ 岐阜市薮田南1－11－12 ）
7月17日（水曜日）,世耕 弘成経済産業大臣,阪急伊丹駅東側ロータリー
7月18日（木曜日）,世耕 弘成経済産業大臣,ホテルグランヴィア京都 （ 京都市下京区烏丸通塩小路下ル ）
7月19日（金曜日）,世耕 弘成経済産業大臣,松崎鉄工前 （ 大分市久原南1-1-22 ）
7月20日（土曜日）,世耕 弘成経済産業大臣,秋葉原駅電気街口
6月30日（日曜日）,菅 義偉内閣官房長官,松山市大街道口 （ 愛媛県松山市大街道二丁目 ）
7月4日（木曜日）,菅 義偉内閣官房長官,外苑前　増田屋前 （ 港区北青山2-12-15 ）
7月5日（金曜日）,菅 義偉内閣官房長官,京急上大岡駅前
7月6日（土曜日）,菅 義偉内閣官房長官,内野四ッ角 （ 新潟市西区内野町 ）
7月7日（日曜日）,菅 義偉内閣官房長官,ほっとなる広場前 （ 山形市七日町2-1-8 ）
7月8日（月曜日）,菅 義偉内閣官房長官,坂城駅 （ 埴科郡坂城町坂城101-1 ）
7月9日（火曜日）,菅 義偉内閣官房長官,トキハインダストリー日出店 （ 速見郡日出町3244-1 ）
7月11日（木曜日）,菅 義偉内閣官房長官,三沢市役所前 （ 三沢市桜町1-1‐38 ）
7月12日（金曜日）,菅 義偉内閣官房長官,高松三越前 （ 高松市内町7-1 ）
7月13日（土曜日）,菅 義偉内閣官房長官,彦根パリヤ前 （ 彦根市長曽根南町472-2 ）
7月14日（日曜日）,菅 義偉内閣官房長官,湯沢市役所前 （ 湯沢市佐竹町1-1 ）
7月15日（月曜日）,菅 義偉内閣官房長官,尾道駅前 （ 尾道市東御所町1-1 ）
7月16日（火曜日）,菅 義偉内閣官房長官,金座街商店街 （ 広島市中区胡町 ）
7月17日（水曜日）,菅 義偉内閣官房長官,蓮潟公会堂前 （ 北蒲原郡聖籠町蓮潟5272 ）
7月18日（木曜日）,菅 義偉内閣官房長官,新居浜市役所前 （ 新居浜市一宮町1-5-1 ）
7月19日（金曜日）,菅 義偉内閣官房長官,ヤマザワ長井店前 （ 長井市館町南11-3 ）
7月20日（土曜日）,菅 義偉内閣官房長官,盛岡駅前
7月9日（火曜日）,岩屋 毅防衛大臣,船橋グランドホテル
7月15日（月曜日）,岩屋 毅防衛大臣,明日都浜大津 （ 大津市浜大津4-1-1 ）
7月19日（金曜日）,岩屋 毅防衛大臣,秋川キララホール （ あきる野市秋川1-16-1 ）
7月5日（金曜日）,石田 真敏総務大臣,三木市文化会館前ロータリー （ 三木市福井1937番地 ）
7月6日（土曜日）,石田 真敏総務大臣,新長田一番・大正筋商店街 （ 神戸市長田区若松町5丁目2-1 ）
7月8日（月曜日）,石田 真敏総務大臣,諫早文化会館 （ 諫早市宇部町9-2 ）
7月12日（金曜日）,石田 真敏総務大臣,パトリア日田 （ 日田市三本松1-8-11 ）
7月13日（土曜日）,石田 真敏総務大臣,奈良西部会館市民ホール （ 奈良市学園南三丁目1番5号　西部会館3Ｆ ）
7月15日（月曜日）,石田 真敏総務大臣,最上町中央公民館 （ 最上町大字向町674 ）
7月16日（火曜日）,石田 真敏総務大臣,高幡不動尊 信徒会館 （ 日野市高幡733 ）
7月18日（木曜日）,石田 真敏総務大臣,東京グランドホテル （ 港区芝2-5-2 ）
7月19日（金曜日）,石田 真敏総務大臣,宮城県歯科医師会館 （ 仙台市青葉区国分町1-5-1 ）
7月20日（土曜日）,石田 真敏総務大臣,九面漁港 （ いわき市勿来町九面九浦町19 ）
7月10日（水曜日）,柴山 昌彦文部科学大臣,ハッピーロード大山商店街 （ 板橋区大山 ）
7月11日（木曜日）,柴山 昌彦文部科学大臣,大垣フォーラムホテル （ 大垣市万石2-31 ）
7月12日（金曜日）,柴山 昌彦文部科学大臣,ホテル山楽 （ 京都市山科区安朱桟敷町23 ）
7月14日（日曜日）,柴山 昌彦文部科学大臣,ホテル大阪ガーデンパレス （ 大阪市淀川区西宮原1-3-35 ）
7月16日（火曜日）,柴山 昌彦文部科学大臣,トイショップ　ウエダ前 （ 西白河郡矢吹町中町191 ）
7月18日（木曜日）,柴山 昌彦文部科学大臣,坂出グランドホテル （ 坂出市西大浜北1-2-33 ）
7月19日（金曜日）,柴山 昌彦文部科学大臣,株式会社ライフネット難波 （ 倉敷市茶屋町1319 ）
7月4日（木曜日）,山下 貴司法務大臣,岡山県庁前 （ 岡山市北区内山下2-4-5 ）
7月7日（日曜日）,山下 貴司法務大臣,JA花咲ふくい本店 （ 坂井市坂井町上新庄42-19 ）
7月10日（水曜日）,山下 貴司法務大臣,コプ二巨福 （ 雄勝郡羽後町新町鵜巣中野19-35 ）
7月11日（木曜日）,山下 貴司法務大臣,マックスバリュ本荘店前 （ 由利本荘市東梵天257 ）
7月12日（金曜日）,山下 貴司法務大臣,西植松集会所前 （ 岡山市南区植松 ）
7月13日（土曜日）,山下 貴司法務大臣,高草あすなろ前 （ 鳥取市大桷330 ）
7月14日（日曜日）,山下 貴司法務大臣,開成コミュニティ前 （ 岡山市東区九蟠1036 ）
7月15日（月曜日）,山下 貴司法務大臣,スタン西新浜給油所 （ 徳島市西新浜2-3-83 ）
7月17日（水曜日）,山下 貴司法務大臣,岡山市民会館 （ 岡山市北区丸の内2-1-1 ）
7月18日（木曜日）,山下 貴司法務大臣,天満屋ハピータウン原尾島店 （ 岡山市中区原尾島1-6-10 ）
7月19日（金曜日）,山下 貴司法務大臣,東かがわ市交流プラザ （ 東かがわ市港1806-２ ）
7月20日（土曜日）,山下 貴司法務大臣,古都コミュニティハウス前 （ 岡山市東区古都宿306 ）
7月8日（月曜日）,西村 康稔内閣官房副長官,京王プラザホテル
7月9日（火曜日）,西村 康稔内閣官房副長官,カインズ川島インター店前 （ 比企郡川島町大字上伊草210 ）
7月11日（木曜日）,西村 康稔内閣官房副長官,神戸文化ホール
7月13日（土曜日）,西村 康稔内閣官房副長官,ヤオコー藤代店前 （ 取手市藤代南2-16-2 ）
7月14日（日曜日）,西村 康稔内閣官房副長官,アピタ四日市店前
7月15日（月曜日）,西村 康稔内閣官房副長官,ニューオータニイン東京 （ 品川区大崎1-6-2 ）
7月18日（木曜日）,西村 康稔内閣官房副長官,北鯖石コミュニティセンター体育館 （ 柏崎市大字中田2295-1 ）
7月19日（金曜日）,西村 康稔内閣官房副長官,ホルトホール大分 （ 大分市金池南1-5-1 ）
7月4日（木曜日）,石破 茂衆議院議員,東部舞立事務所前 （ 鳥取市弥生町222 ）
7月5日（金曜日）,石破 茂衆議院議員,島根県庁前 （ 松江市殿町１ ）
7月7日（日曜日）,石破 茂衆議院議員,阿南文化会館 （ 下伊那郡阿南町西條2333-1 ）
7月10日（水曜日）,石破 茂衆議院議員,JR稲毛駅東口前 （ 千葉市稲毛区稲毛東3-19 ）
7月12日（金曜日）,石破 茂衆議院議員,JA遠州中央豊田支店前 （ 磐田市森下127-5 ）
7月13日（土曜日）,石破 茂衆議院議員,高草あすなろ前 （ 鳥取市大桷330 ）
7月14日（日曜日）,石破 茂衆議院議員,セブンイレブン仙台新寺一丁目店前 （ 仙台市若林区新寺1-7-25 ）
7月15日（月曜日）,石破 茂衆議院議員,トスクふなおか店前 （ 八頭郡八頭町船岡389-1 ）
7月16日（火曜日）,石破 茂衆議院議員,ＪＡさが川副中央支所前 （ 佐賀市川副町大字鹿江230-4 ）
7月17日（水曜日）,石破 茂衆議院議員,イオン長浜店前 （ 長浜市山階町271-1 ）
7月18日（木曜日）,石破 茂衆議院議員,秋田県食肉公社前 （ 秋田市河辺神内堂坂2-1 ）
7月19日（金曜日）,石破 茂衆議院議員,若桜町役場前 （ 八頭郡若桜町若桜801-5 ）
7月20日（土曜日）,石破 茂衆議院議員,アピタ前 （ 四日市市安島1-3-31 ）
7月7日（日曜日）,野田 聖子衆議院議員,八幡タウンセンター （ 酒田市観音寺字寺ノ下41番地 ）
7月8日（月曜日）,野田 聖子衆議院議員,迎賓館辰巳屋 （ 田村市船引町船引字源次郎128 ）
7月9日（火曜日）,野田 聖子衆議院議員,ドゥーイング三日月 （ 小城市三日月町長神田1845 ）
7月11日（木曜日）,野田 聖子衆議院議員,藤崎ファーストタワー前 （ 仙台市青葉区一番町3-1-1 ）
7月12日（金曜日）,野田 聖子衆議院議員,岐阜市民文化センター （ 岐阜市金町5丁目7-2 ）
7月15日（月曜日）,野田 聖子衆議院議員,みとよ未来創造館 （ 三豊市高瀬町下勝間2347-1 ）
7月17日（水曜日）,野田 聖子衆議院議員,成美教育文化会館 （ 東久留米市東本町8-14  ）
7月19日（金曜日）,野田 聖子衆議院議員,富山駅前 （ 富山市明輪町 ）
7月20日（土曜日）,野田 聖子衆議院議員,秋葉原駅電気街口
7月4日（木曜日）,萩生田 光一幹事長代行,外苑前駅前
7月5日（金曜日）,萩生田 光一幹事長代行,久ノ浜駅前 （ いわき市久之浜町久之浜字北荒蒔１２ ）
7月7日（日曜日）,萩生田 光一幹事長代行,JR吉祥寺駅北口
7月8日（月曜日）,萩生田 光一幹事長代行,立川グランドホテル （ 立川市曙町2丁目14-16 ）
7月10日（水曜日）,萩生田 光一幹事長代行,八王子学園都市センターホール （ 八王子市旭町9-1 ）
7月11日（木曜日）,萩生田 光一幹事長代行,ラポール枚方 （ 枚方市新町2-1-35 ）
7月12日（金曜日）,萩生田 光一幹事長代行,ローソン一之木店前 （ 伊勢市一之木1-2046 ）
7月13日（土曜日）,萩生田 光一幹事長代行,八王子ドンキホーテ前
7月14日（日曜日）,萩生田 光一幹事長代行,グランラセーレ東広島 （ 東広島市西条町御薗字6950-2 ）
7月15日（月曜日）,萩生田 光一幹事長代行,西郷村商工会館 （ 西郷村大字熊倉字折口原69-3 ）
7月16日（火曜日）,萩生田 光一幹事長代行,中野サンプラザ
7月17日（水曜日）,萩生田 光一幹事長代行,住田営農研修センター前 （ 新発田市住田164-2 ）
7月20日（土曜日）,萩生田 光一幹事長代行,JR立川駅北口伊勢丹前
7月8日（月曜日）,稲田 朋美筆頭副幹事長,滋賀県建設会館 （ 大津市におの浜1-1-18 ）
7月9日（火曜日）,稲田 朋美筆頭副幹事長,池田商工会議所 （ 池田市城南1-1-1 ）
7月11日（木曜日）,稲田 朋美筆頭副幹事長,中之島　スーパーマルイ中之島店駐車場
7月12日（金曜日）,稲田 朋美筆頭副幹事長,秩父鉄道秩父駅前ロータリー
7月14日（日曜日）,稲田 朋美筆頭副幹事長,新浦安駅前
7月15日（月曜日）,稲田 朋美筆頭副幹事長,呉駅前
7月16日（火曜日）,稲田 朋美筆頭副幹事長,JA一志東部 （ 松阪市嬉野権現前町464-5 ）
7月17日（水曜日）,稲田 朋美筆頭副幹事長,可児市文化創造センター （ 可児市下恵土3433-139 ）
7月18日（木曜日）,稲田 朋美筆頭副幹事長,会津若松ワシントンホテル （ 会津若松市白虎町201 ）
7月20日（土曜日）,稲田 朋美筆頭副幹事長,いっぺこ～と
7月1日（月曜日）,馳 浩教育再生実行本部長,ＪＡ富里 （ 富里市七栄652-225 ）
7月11日（木曜日）,馳 浩教育再生実行本部長,喜多方厚生会館 （ 喜多方市字水上6846 ）
7月13日（土曜日）,馳 浩教育再生実行本部長,越前市文化センター （ 越前市高瀬2-3-3 ）
7月15日（月曜日）,馳 浩教育再生実行本部長,太閤園 （ 大阪市都島区網島町9-10 ）
7月17日（水曜日）,馳 浩教育再生実行本部長,ウサノピア （ 宇佐市大字法鏡寺224 ）
7月18日（木曜日）,馳 浩教育再生実行本部長,JR穂積駅
7月19日（金曜日）,馳 浩教育再生実行本部長,住吉大社「吉祥殿」 （ 大阪市住吉区住吉2-9-89 ）
7月20日（土曜日）,馳 浩教育再生実行本部長,太閤山ショッピングセンターパスコ （ 射水市中太閤山1-1-1 ）
